permutacion,f1_macro_nulo
239,0.2477829203715952
240,0.2512971314179438
241,0.25035418426233813
242,0.24700543850231094
243,0.2521719607825168
244,0.2554974999233073
245,0.24974878468753328
246,0.25151198929689417
247,0.2524024470603173
248,0.24586323561208823
249,0.25396666202989127
250,0.24655262381762127
251,0.24521615961981097
252,0.2465684045511587
253,0.25711866664998234
254,0.2498247919443622
255,0.2524250559667026
256,0.2542016989467743
257,0.2535849559934091
258,0.24697098264156914
259,0.2511291359545544
260,0.2513889956197986
261,0.2489715663679417
262,0.24456269341900128
263,0.24886410809971582
264,0.24563400622282777
265,0.25011651605833873
266,0.25130786468169997
267,0.2533368289817361
268,0.25308268576053644
269,0.24335453936288806
270,0.2522801820737718
271,0.24022893701674555
272,0.2539643637357667
273,0.2483164313599115
274,0.2422509060346571
275,0.24555162433348873
276,0.254041940758868
277,0.24955719390343378
278,0.2461542884253488
279,0.2511157865429267
280,0.256326812445863
281,0.24638736983967388
282,0.24624486803761397
283,0.25051083471484425
284,0.2439628119553573
285,0.25862791161953
286,0.24720783319593528
287,0.2516686515518777
288,0.2445654422230782
289,0.24633263595544586
290,0.25033379711603887
291,0.24335560106952192
292,0.2525894631405099
293,0.2508754355109867
294,0.2514436671220101
295,0.24793565552093272
296,0.25050703371246086
297,0.25776871355379705
298,0.2485879019289115
299,0.24907760911098498
300,0.2404707891961839
301,0.25100096327545524
302,0.25682986235966443
303,0.2505706966337891
304,0.2555682635902556
305,0.2425230598926403
306,0.24601028050670024
307,0.2503765535303677
308,0.2561361808279838
309,0.25182086325134423
310,0.2494057046577598
311,0.2520227858501319
312,0.2439206010610317
313,0.24700886215275308
314,0.24706066082309003
315,0.25160056395796937
316,0.24685504780799225
317,0.25046889827660124
318,0.24339766455614475
319,0.24296802234400275
320,0.253197080079848
321,0.247636723799778
322,0.24923839085103072
323,0.24847305134813788
324,0.24660199841312097
325,0.2525068285657625
326,0.2489300473425367
327,0.2557996543845803
328,0.2477945063536991
329,0.2441622493649584
330,0.25369745397600385
331,0.2533227825884133
332,0.2554400167266625
333,0.2568761855571774
334,0.2516178979302749
335,0.25050811996916683
336,0.24976799222249052
337,0.24596504614333325
338,0.2514853483297071
339,0.2508736576294236
340,0.24937897587856458
341,0.25258040701292406
342,0.2542339063728631
343,0.2514640271407971
344,0.2468888283371209
345,0.24629760629318959
346,0.2513522292256774
347,0.2517674787303727
348,0.2516713905804717
349,0.24534720052635
350,0.24837571533277655
351,0.25418038350937405
352,0.25468435635051445
353,0.2540889360164243
354,0.2473640343830643
355,0.25281657857635964
356,0.2418313091928534
357,0.25167239874237873
358,0.2476787663956462
359,0.2481950196231455
360,0.250000159911422
361,0.25000111236484746
362,0.25519248022287416
363,0.24983415874382012
364,0.25172562689776573
365,0.24830151786832344
366,0.25950797012886834
367,0.24290284927518857
368,0.24991210636396205
369,0.24798745104029205
370,0.2572517274028927
371,0.2472366654820207
372,0.24790385138511664
373,0.24460029532312494
374,0.2493188578491541
375,0.24364665494156793
376,0.24819744210776562
377,0.2514630202465573
378,0.24927585404105718
379,0.24636333466441385
380,0.24226751640609512
381,0.246521537531163
382,0.25262350419874896
383,0.24476594524961814
384,0.24822278394274755
385,0.25474604672363743
386,0.2532085611067961
387,0.24994269569912947
388,0.2527368528305911
389,0.2492233515556381
390,0.2524218462967289
391,0.24321415215989814
392,0.24824134597163616
393,0.24972192065160054
394,0.24462532022638528
395,0.24688807415138148
396,0.2447615425265781
397,0.24834321755203287
398,0.24266071764748529
399,0.2458524802130021
400,0.24825457017608868
401,0.24985459939274046
402,0.25581980725628584
403,0.24942531182367228
404,0.24940638555509279
405,0.2518293495108125
406,0.2531021499794967
407,0.24401327900221476
408,0.2482556165576877
409,0.25673704197986896
410,0.24671766584209473
411,0.24973109171870683
412,0.24673513052209756
413,0.25306793217325824
414,0.25394208006696084
415,0.2442575811653652
416,0.2518357547933922
417,0.24661438591839024
418,0.2419013078097781
419,0.24282721046781358
420,0.2537682265454396
421,0.2481014164766413
422,0.255235796035708
423,0.24256796257278834
424,0.24942315741469306
425,0.24404520072018906
426,0.2525878508010983
427,0.25141442588243196
428,0.24733223282468836
429,0.2581412433452008
430,0.2556777370450237
431,0.24609216928985572
432,0.24191250118010368
433,0.24700635077424746
434,0.2446529046470102
435,0.25192076784925543
436,0.2517911176345369
437,0.24676891438799378
438,0.2445650345372526
439,0.24868035813421374
440,0.2500137229809682
441,0.24920807124691902
442,0.2492634354979707
443,0.2536903604122586
444,0.24749186138677468
445,0.255299406269137
446,0.2551280901717563
447,0.2536397564273109
448,0.25530923356291196
449,0.24242702303257607
450,0.24781330217193354
451,0.2587382935565217
452,0.25064810724174347
453,0.2559507929626831
454,0.2531080179989013
455,0.2515550869910589
456,0.25393488778481743
457,0.24893650499683043
458,0.2517609771279691
459,0.2540342193636335
460,0.2552765697778609
461,0.2512406905720009
462,0.24549284936537946
463,0.2556043114408893
464,0.25079490989746767
465,0.2525260072687629
466,0.2480044592014806
